date,firm,Ticker,Research_Development,Income_Before_Tax,Net_Income,Selling_General_Administrative,Gross_Profit,Ebit,Operating_Income,Interest_Expense,Income_Tax_Expense,Total_Revenue,Total_Operating_Expenses,Cost_Of_Revenue,Total_Other_Income_Expense_Net,Net_Income_From_Continuing_Ops,Net_Income_Applicable_To_Common_Shares
"2020-12-31 0:00:00",Twitter,TWTR,247940000,224019000,222116000,206403000,856117000,401774000,401774000,-40166000,1903000,1289041000,887267000,432924000,-177755000,222116000,222116000
"2020-09-30 0:00:00",Twitter,TWTR,208877000,29683000,28659000,309861000,574845000,56107000,56107000,-39614000,1024000,936233000,880126000,361388000,-26424000,28659000,28659000
"2021-03-31 0:00:00","Tyler Technologies",TYL,21813000,38296000,36976000,77961000,144207000,39021000,39021000,-379000,1320000,294802000,255781000,150595000,-1104000,36976000,36976000
"2020-12-31 0:00:00","Tyler Technologies",TYL,22411000,48412000,54094000,62736000,138669000,48036000,48036000,-610000,-5682000,283285000,235249000,144616000,376000,54094000,54094000
"2020-09-30 0:00:00","Tyler Technologies",TYL,21642000,49936000,39284000,66819000,143509000,49656000,49656000,-610000,10652000,285746000,236090000,142237000,280000,39284000,39284000
"2020-06-30 0:00:00","Tyler Technologies",TYL,21949000,41811000,53892000,62521000,131203000,41341000,41341000,-610000,-12081000,271091000,229750000,139888000,470000,53892000,53892000
"2021-07-03 0:00:00","Tyson Foods",TSN,0,966000000,749000000,562000000,1675000000,1113000000,1113000000,-105000000,213000000,12478000000,11365000000,10803000000,-147000000,753000000,749000000
"2021-04-03 0:00:00","Tyson Foods",TSN,0,624000000,476000000,534000000,1348000000,814000000,814000000,-110000000,147000000,11300000000,10486000000,9952000000,-190000000,477000000,476000000
"2021-01-02 0:00:00","Tyson Foods",TSN,0,616000000,467000000,475000000,1297000000,822000000,822000000,-110000000,144000000,10460000000,9638000000,9163000000,-206000000,472000000,467000000
"2020-10-03 0:00:00","Tyson Foods",TSN,0,781000000,613000000,562000000,1807000000,1245000000,1245000000,-124000000,165000000,11460000000,10215000000,9653000000,-464000000,616000000,613000000
"2021-07-31 0:00:00","Ulta Beauty",ULTA,0,331882000,250893000,465347000,797963000,331259000,331259000,-425000,80989000,1967207000,1635948000,1169244000,623000,250893000,250893000
"2021-05-01 0:00:00","Ulta Beauty",ULTA,0,304966000,230289000,446214000,753788000,302985000,302985000,-358000,74677000,1938519000,1635534000,1184731000,1981000,230289000,230289000
"2021-01-30 0:00:00","Ulta Beauty",ULTA,0,223809000,171494000,847035000,1156328000,307075000,307075000,-463000,52315000,2198701000,1891626000,1042373000,-83266000,171494000,171494000
"2020-10-31 0:00:00","Ulta Beauty",ULTA,0,99894000,74798000,416378000,545519000,124901000,124901000,-1383000,25096000,1552033000,1427132000,1006514000,-25007000,74798000,74798000
"2021-06-30 0:00:00","Under Armour (Class A)",UAA,0,69234000,59207000,545503000,669229000,123726000,123726000,-13307000,10027000,1351534000,1227808000,682305000,-54492000,59207000,59207000
"2021-03-31 0:00:00","Under Armour (Class A)",UAA,0,87633000,77752000,516138000,628641000,112503000,112503000,-14137000,9881000,1257195000,1144692000,628554000,-24870000,77752000,77752000
"2020-12-31 0:00:00","Under Armour (Class A)",UAA,0,219144000,184453000,581178000,705998000,117820000,117820000,-15008000,34691000,1403766000,1285946000,697768000,101324000,184453000,184453000
"2020-09-30 0:00:00","Under Armour (Class A)",UAA,0,35232000,38946000,555049000,686320000,131271000,131271000,-14955000,-3714000,1433021000,1301750000,746701000,-96039000,38946000,38946000
"2021-06-30 0:00:00","Under Armour (Class C)",UA,0,69234000,59207000,545503000,669229000,123726000,123726000,-13307000,10027000,1351534000,1227808000,682305000,-54492000,59207000,59207000
"2021-03-31 0:00:00","Under Armour (Class C)",UA,0,87633000,77752000,516138000,628641000,112503000,112503000,-14137000,9881000,1257195000,1144692000,628554000,-24870000,77752000,77752000
"2020-12-31 0:00:00","Under Armour (Class C)",UA,0,219144000,184453000,581178000,705998000,117820000,117820000,-15008000,34691000,1403766000,1285946000,697768000,101324000,184453000,184453000
"2020-09-30 0:00:00","Under Armour (Class C)",UA,0,35232000,38946000,555049000,686320000,131271000,131271000,-14955000,-3714000,1433021000,1301750000,746701000,-96039000,38946000,38946000
"2021-03-31 0:00:00","Union Pacific",UNP,0,1754000000,1341000000,0,2868000000,1999000000,1999000000,-290000000,413000000,5001000000,3002000000,2133000000,-245000000,1341000000,1341000000
"2020-12-31 0:00:00","Union Pacific",UNP,0,1793000000,1380000000,0,3089000000,2019000000,2019000000,-279000000,413000000,5141000000,3122000000,2052000000,-226000000,1380000000,1380000000
"2020-09-30 0:00:00","Union Pacific",UNP,0,1773000000,1363000000,0,2897000000,2043000000,2043000000,-295000000,410000000,4919000000,2876000000,2022000000,-270000000,1363000000,1363000000
"2021-06-30 0:00:00","United Airlines",UAL,0,-564000000,-434000000,139000000,512000000,-1204000000,-1204000000,-404000000,-130000000,5471000000,6675000000,4959000000,640000000,-434000000,-434000000
"2021-06-30 0:00:00","United Rentals",URI,0,377000000,293000000,301000000,884000000,493000000,493000000,-100000000,84000000,2287000000,1794000000,1403000000,-116000000,293000000,293000000
"2021-03-31 0:00:00","United Rentals",URI,0,275000000,203000000,250000000,725000000,384000000,384000000,-99000000,72000000,2057000000,1673000000,1332000000,-109000000,203000000,203000000
"2020-12-31 0:00:00","United Rentals",URI,0,387000000,297000000,258000000,884000000,530000000,530000000,-101000000,90000000,2279000000,1749000000,1395000000,-143000000,297000000,297000000
"2020-09-30 0:00:00","United Rentals",URI,0,275000000,208000000,232000000,898000000,569000000,569000000,-119000000,67000000,2187000000,1618000000,1289000000,-294000000,208000000,208000000
"2021-06-30 0:00:00","Universal Health Services",UHS,0,426798000,325024000,29149000,1371912000,438968000,438968000,-21709000,101522000,3197880000,2758912000,1825968000,-12170000,325276000,324363000
"2021-03-31 0:00:00","Universal Health Services",UHS,0,272877000,209091000,31324000,1168104000,295669000,295669000,-22861000,63807000,3012987000,2717318000,1844883000,-22792000,209070000,208539000
"2020-12-31 0:00:00","Universal Health Services",UHS,0,402378000,308708000,31092000,1269541000,414959000,414959000,-21823000,94644000,3086935000,2671976000,1817394000,-12581000,307734000,307714000
"2020-09-30 0:00:00","Universal Health Services",UHS,0,323264000,241279000,28488000,1170784000,349670000,349670000,-25095000,79172000,2912541000,2562871000,1741757000,-26406000,244092000,240489000
"2021-06-30 0:00:00","Valero Energy",VLO,0,461000000,162000000,161000000,1285000000,524000000,524000000,-150000000,169000000,26326000000,25802000000,25041000000,-63000000,292000000,160000000
"2021-03-31 0:00:00","Valero Energy",VLO,0,-770000000,-704000000,194000000,158000000,-652000000,-652000000,-149000000,-148000000,19686000000,20338000000,19528000000,-118000000,-622000000,-705000000
"2020-12-31 0:00:00","Valero Energy",VLO,0,-598000000,-359000000,214000000,276000000,-460000000,-460000000,-153000000,-289000000,15298000000,15758000000,15022000000,-138000000,-309000000,-360000000
"2020-09-30 0:00:00","Valero Energy",VLO,0,-716000000,-464000000,178000000,122000000,-583000000,-583000000,-143000000,-337000000,14470000000,15053000000,14348000000,-133000000,-379000000,-465000000
"2021-06-30 0:00:00",Ventas,VTR,0,91929000,86391000,30588000,428582000,164294000,164294000,-110051000,3641000,923376000,759082000,494794000,-72365000,88288000,86391000
"2021-03-31 0:00:00",Ventas,VTR,0,-53245000,-57209000,40309000,431384000,155427000,155427000,-110767000,2153000,909700000,754273000,478316000,-208672000,-55398000,-57209000
"2020-12-31 0:00:00",Ventas,VTR,0,111274000,110451000,23411000,485269000,70392000,70392000,-114208000,-679000,938226000,867834000,452957000,40882000,111953000,110451000
"2020-09-30 0:00:00",Ventas,VTR,0,10542000,12751000,34228000,418692000,135098000,135098000,-115505000,-3195000,919233000,784135000,500541000,-124556000,13737000,12751000
"2021-06-30 0:00:00",Verisign,VRSN,19808000,187874000,147772000,48822000,281609000,212979000,212979000,-23064000,40102000,329405000,116426000,47796000,-25105000,147772000,147772000
"2021-03-31 0:00:00",Verisign,VRSN,20311000,188317000,150354000,45935000,276653000,210407000,210407000,-22534000,37963000,323621000,113214000,46968000,-22090000,150354000,150354000
"2020-12-31 0:00:00",Verisign,VRSN,19403000,182896000,157314000,50401000,274312000,204508000,204508000,-22537000,25582000,320284000,115776000,45972000,-21612000,157314000,157314000
"2020-09-30 0:00:00",Verisign,VRSN,19708000,184887000,170979000,46498000,272855000,206649000,206649000,-22537000,13908000,317879000,111230000,45024000,-21762000,170979000,170979000
"2021-06-30 0:00:00","Verisk Analytics",VRSK,0,235400000,154000000,113500000,482600000,265300000,265300000,-31500000,83800000,747500000,482200000,264900000,-29900000,151600000,154000000
"2021-03-31 0:00:00","Verisk Analytics",VRSK,0,216700000,168600000,119300000,463700000,250900000,250900000,-35400000,48700000,726100000,475200000,262400000,-32500000,168000000,168600000
"2020-12-31 0:00:00","Verisk Analytics",VRSK,0,216000000,176200000,107400000,452900000,252300000,252300000,-35300000,39800000,713400000,461100000,260500000,-36300000,176200000,176200000
"2020-09-30 0:00:00","Verisk Analytics",VRSK,0,240000000,185800000,95900000,462700000,275900000,275900000,-35300000,54200000,702700000,426800000,240000000,-35900000,185800000,185800000
"2021-06-30 0:00:00","Vertex Pharmaceuticals",VRTX,0,-44255000,66924000,194669000,158308000,-36361000,-36361000,-15478000,-111179000,1793370000,1829731000,1635062000,-7894000,66924000,66924000
"2021-03-31 0:00:00","Vertex Pharmaceuticals",VRTX,0,820960000,653138000,192077000,1076003000,883926000,883926000,-15678000,167822000,1724305000,840379000,648302000,-62966000,653138000,653138000
"2020-12-31 0:00:00","Vertex Pharmaceuticals",VRTX,0,888623000,604190000,211843000,958135000,746292000,746292000,-16288000,284433000,1627820000,881528000,669685000,142331000,604190000,604190000
"2020-09-30 0:00:00","Vertex Pharmaceuticals",VRTX,0,745871000,667434000,184551000,858592000,674041000,674041000,-13856000,78437000,1538271000,864230000,679679000,71830000,667434000,667434000
"2021-07-03 0:00:00","VF Corporation",VFC,0,179150000,324245000,1099034000,1240406000,141372000,141372000,-34917000,25178000,2194557000,2053185000,954151000,37778000,153972000,324245000
"2021-04-03 0:00:00","VF Corporation",VFC,0,89049000,89520000,1155947000,1350573000,194626000,194626000,-37971000,27306000,2582672000,2388046000,1232099000,-105577000,61743000,89520000
"2020-12-26 0:00:00","VF Corporation",VFC,0,386707000,347240000,1195245000,1649017000,453772000,453772000,-34315000,59048000,2971541000,2517769000,1322524000,-67065000,327659000,347240000
"2020-09-26 0:00:00","VF Corporation",VFC,0,293661000,256722000,997960000,1329118000,331158000,331158000,-34107000,50415000,2608324000,2277166000,1279206000,-37497000,243246000,256722000
"2021-03-31 0:00:00",ViacomCBS,VIAC,0,1137000000,911000000,1434000000,3049000000,1516000000,1516000000,-259000000,226000000,7412000000,5896000000,4363000000,-379000000,911000000,911000000
"2020-12-31 0:00:00",ViacomCBS,VIAC,0,884000000,810000000,1399000000,2417000000,918000000,918000000,-268000000,158000000,6225000000,5307000000,3808000000,-34000000,726000000,810000000
"2020-09-30 0:00:00",ViacomCBS,VIAC,0,662000000,615000000,1391000000,2482000000,992000000,992000000,-259000000,38000000,6116000000,5124000000,3634000000,-330000000,624000000,615000000
"2020-06-30 0:00:00",ViacomCBS,VIAC,0,925000000,481000000,1240000000,2790000000,1451000000,1451000000,-263000000,202000000,6275000000,4824000000,3485000000,-526000000,723000000,481000000
"2021-06-30 0:00:00",Viatris,VTRS,143800000,-219100000,-279200000,981400000,1984100000,858900000,858900000,-167100000,60100000,4577800000,3718900000,2593700000,-1078000000,-279200000,-279200000
"2021-03-31 0:00:00",Viatris,VTRS,163000000,-441300000,-1037600000,968700000,1860700000,729000000,729000000,-169000000,596300000,4430300000,3701300000,2569600000,-1170300000,-1037600000,-1037600000
"2020-12-31 0:00:00",Viatris,VTRS,153300000,-1013500000,-915800000,1358700000,1361300000,-150700000,-150700000,-144400000,-97700000,3623500000,3774200000,2262200000,-862800000,-915800000,-915800000
"2020-09-30 0:00:00",Viatris,VTRS,126000000,241600000,185700000,615200000,1260200000,519000000,519000000,-117300000,55900000,2972100000,2453100000,1711900000,-277400000,185700000,185700000
"2021-06-30 0:00:00","Vornado Realty Trust",VNO,0,79673000,64512000,30602000,219447000,99068000,99068000,-51894000,2841000,410367000,311299000,190920000,-19395000,76832000,48036000
"2021-03-31 0:00:00","Vornado Realty Trust",VNO,0,28977000,20550000,44186000,217228000,77688000,77688000,-50064000,1984000,409050000,331362000,191822000,-48711000,26993000,4074000
"2020-12-31 0:00:00","Vornado Realty Trust",VNO,0,-210527000,-194979000,39122000,221255000,75049000,75049000,-54633000,-1801000,400998000,325949000,179743000,-285576000,-208726000,-209142000
"2020-09-30 0:00:00","Vornado Realty Trust",VNO,0,92517000,65700000,32407000,194431000,55011000,55011000,-57371000,23781000,390076000,335065000,195645000,37506000,68736000,53155000
"2021-06-30 0:00:00","Vulcan Materials",VMC,0,254063000,195344000,102338000,398364000,292854000,292854000,-41696000,57283000,1361047000,1068193000,962683000,-38791000,196780000,195344000
"2021-03-31 0:00:00","Vulcan Materials",VMC,0,222308000,160614000,90264000,229267000,133877000,133877000,-33118000,60638000,1068344000,934467000,839077000,88431000,161670000,160614000
"2020-12-31 0:00:00","Vulcan Materials",VMC,0,141188000,114518000,100205000,302741000,194071000,194071000,-35451000,25273000,1175119000,981048000,872378000,-52883000,115915000,114518000
"2020-09-30 0:00:00","Vulcan Materials",VMC,0,258109000,199788000,85805000,380498000,292834000,292834000,-35782000,56984000,1309890000,1017056000,929392000,-34725000,201125000,199788000
"2021-06-30 0:00:00","W. R. Berkley Corporation",WRB,0,299940000,237238000,11429000,985741000,344814000,344814000,-38096000,62262000,2296086000,1951272000,1310345000,-44874000,237678000,237238000
